Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,CHE,13,9,3.0,1.0,31.0,5,30,26.64,24.36,11.92,10.40,+13.96,9.48,13.54,132,55,26.58
2,MCI,13,9,2.0,2.0,27.0,7,29,29.49,29.49,8.13,7.37,+22.12,9.68,21.28,149,54,30.61
3,LIV,13,8,4.0,1.0,39.0,11,28,34.49,33.73,13.53,13.53,+20.20,8.50,25.57,146,62,28.79
4,WHU,13,7,2.0,4.0,24.0,16,23,20.79,19.11,16.78,16.78,+2.33,13.63,13.94,81,79,20.94
5,ARS,13,7,2.0,4.0,15.0,17,23,18.31,16.68,21.99,21.99,-5.31,15.50,11.82,94,102,18.45
6,WOL,13,6,2.0,5.0,12.0,12,20,16.90,16.9,16.74,14.46,+2.44,13.55,10.37,69,78,18.23
7,TOT,12,6,1.0,5.0,11.0,17,19,13.75,12.99,18.04,17.28,-4.29,11.04,10.05,67,91,14.39
8,MUN,13,5,3.0,5.0,21.0,22,18,19.25,18.49,23.43,21.14,-2.66,13.29,11.42,93,74,15.78
9,BHA,13,4,6.0,3.0,12.0,14,18,15.47,13.18,15.76,14.24,-1.06,9.81,15.55,98,78,17.92
10,LEI,13,5,3.0,5.0,20.0,23,18,17.24,17.24,21.10,18.81,-1.57,12.09,11.14,87,89,15.33
11,CRY,13,3,7.0,3.0,19.0,19,16,17.84,16.32,12.76,12.76,+3.56,11.91,11.32,87,85,21.21
12,BRE,13,4,4.0,5.0,17.0,17,16,19.88,18.36,15.29,14.53,+3.83,10.27,10.09,77,83,21.97
13,AVL,13,5,1.0,7.0,18.0,21,16,12.72,11.2,19.60,17.97,-6.77,12.02,8.80,83,82,12.99
14,EVE,13,4,3.0,6.0,16.0,20,15,18.17,15.88,18.14,17.38,-1.49,13.54,9.00,78,85,18.40
15,SOU,13,3,5.0,5.0,11.0,18,14,16.41,14.88,18.51,18.51,-3.63,9.48,9.53,80,86,17.39
16,WAT,13,4,1.0,8.0,18.0,24,13,15.93,14.41,24.00,22.48,-8.07,12.98,8.85,58,118,12.99
17,LEE,13,2,6.0,5.0,12.0,20,12,15.53,14.77,21.34,20.58,-5.81,7.19,12.74,83,83,15.26
18,BUR,12,1,6.0,5.0,14.0,20,9,14.00,14.0,20.76,20.76,-6.75,13.52,10.08,58,115,12.08
19,NOR,13,2,3.0,8.0,7.0,27,9,10.72,9.2,23.13,21.61,-12.41,14.56,8.55,60,119,10.50
20,NEW,13,0,6.0,7.0,15.0,29,6,12.81,12.81,25.40,21.44,-8.63,14.94,7.74,51,113,9.57
