Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,21,16,3,2.0,46.0,18,51,42.63,41.87,21.20,18.92,22.95,9.77,14.31,244.0,100.0,42.67
2,MCI,21,14,3,4.0,53.0,21,45,46.17,43.12,19.38,17.85,25.27,11.0,24.31,264.0,82.0,45.41
3,MUN,22,13,4,5.0,36.0,28,43,37.13,35.60,25.07,24.31,11.29,12.86,14.39,206.0,154.0,39.37
4,NEW,22,10,11,1.0,35.0,13,41,40.12,37.84,23.40,21.87,15.96,9.47,11.13,214.0,121.0,40.07
5,TOT,23,12,3,8.0,42.0,35,39,35.61,33.33,29.99,29.22,4.11,13.86,13.68,157.0,173.0,35.09
6,BHA,21,10,5,6.0,39.0,28,35,39.12,36.84,26.65,21.99,14.84,10.11,16.46,199.0,117.0,37.86
7,FUL,23,10,5,8.0,34.0,30,35,32.02,26.70,42.64,40.35,-13.66,14.06,10.87,117.0,164.0,26.64
8,BRE,22,8,10,4.0,36.0,29,34,35.33,31.52,29.42,28.66,2.87,11.88,9.37,137.0,203.0,35.64
9,CHE,22,8,7,7.0,23.0,22,31,29.28,27.76,29.43,29.43,-1.67,8.47,14.31,156.0,109.0,30.31
10,LIV,20,8,5,7.0,34.0,28,29,41.11,41.11,34.63,32.35,8.76,10.81,20.19,224.0,130.0,30.54
11,AVL,21,8,4,9.0,25.0,31,28,25.61,24.08,31.88,29.45,-5.37,12.1,11.36,137.0,130.0,27.38
12,CRY,22,6,7,9.0,20.0,30,25,22.15,20.49,35.21,34.45,-13.96,14.05,8.67,96.0,216.0,21.39
13,LEI,22,7,3,12.0,36.0,38,24,24.94,23.42,32.51,30.99,-7.57,12.41,15.69,125.0,159.0,24.70
14,NFO,22,6,6,10.0,17.0,37,24,22.56,21.04,36.29,32.48,-11.44,17.16,9.11,91.0,207.0,21.82
15,WOL,22,6,5,11.0,17.0,31,23,21.39,19.87,32.15,29.87,-10.0,14.2,11.52,117.0,172.0,22.76
16,WHU,22,5,5,12.0,19.0,27,20,28.61,24.04,25.41,23.13,0.91,16.96,13.33,95.0,136.0,31.86
17,LEE,21,4,7,10.0,28.0,36,19,28.08,26.56,34.67,33.15,-6.59,8.57,9.77,132.0,136.0,26.26
18,EVE,21,4,6,11.0,16.0,28,18,22.25,21.49,35.71,34.19,-12.7,15.45,10.28,102.0,168.0,20.16
19,BOU,22,4,6,12.0,20.0,44,18,19.87,19.87,39.03,34.46,-14.59,17.53,8.68,107.0,206.0,17.80
20,SOU,22,4,3,15.0,18.0,40,15,22.89,22.04,32.20,31.44,-9.4,12.47,8.97,128.0,165.0,23.77
