Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,25,19,3,3.0,56.0,23,60,50.98,49.46,25.17,22.89,26.57,9.57,14.58,290.0,116.0,51.08
2,MCI,25,17,4,4.0,64.0,25,55,57.58,53.77,23.57,21.28,32.49,10.62,24.16,309.0,100.0,55.20
3,MUN,24,15,4,5.0,41.0,28,49,42.68,41.15,28.36,27.6,13.55,12.42,14.0,223.0,166.0,43.04
4,TOT,25,14,3,8.0,46.0,35,45,37.97,35.69,30.61,29.85,5.83,13.3,13.23,170.0,181.0,39.51
5,NEW,23,10,11,2.0,35.0,15,41,41.87,39.59,25.56,24.04,15.55,10.12,10.89,219.0,128.0,41.17
6,LIV,24,11,6,7.0,40.0,28,39,49.56,49.56,38.56,36.27,13.29,10.32,19.17,254.0,143.0,39.18
7,FUL,25,11,6,8.0,36.0,31,39,33.16,27.83,46.35,44.06,-16.23,14.09,10.48,123.0,180.0,27.99
8,BHA,22,10,5,7.0,39.0,29,35,41.83,39.55,26.87,22.22,17.33,9.86,16.7,209.0,117.0,40.71
9,BRE,23,8,11,4.0,37.0,30,35,35.94,32.13,30.54,29.78,2.35,11.61,9.72,149.0,206.0,36.49
10,CHE,24,8,7,9.0,23.0,25,31,31.16,29.64,30.98,30.98,-1.34,8.31,13.64,172.0,117.0,33.08
11,AVL,24,9,4,11.0,30.0,38,31,28.28,25.99,39.89,36.7,-10.71,12.52,10.83,148.0,160.0,29.31
12,CRY,24,6,9,9.0,21.0,31,27,24.26,22.60,37.17,36.41,-13.81,14.44,8.6,100.0,233.0,24.26
13,NFO,24,6,7,11.0,18.0,42,25,24.04,22.52,42.15,38.34,-15.82,17.54,9.11,95.0,236.0,22.09
14,LEI,24,7,3,14.0,36.0,42,24,26.36,24.83,37.48,35.96,-11.13,12.48,15.11,134.0,181.0,25.37
15,WOL,25,6,6,13.0,18.0,35,24,24.09,22.56,36.92,34.64,-12.07,13.07,11.47,138.0,193.0,25.41
16,WHU,24,6,5,13.0,23.0,29,23,32.03,27.46,27.19,24.91,2.55,16.25,12.91,111.0,147.0,35.24
17,LEE,24,5,7,12.0,29.0,39,22,31.29,29.77,37.90,36.38,-6.61,8.61,9.69,153.0,150.0,30.31
18,EVE,25,5,6,14.0,17.0,36,21,27.34,26.58,43.67,41.39,-14.81,14.76,10.3,126.0,199.0,23.94
19,BOU,24,5,6,13.0,22.0,48,21,22.11,22.11,42.92,38.35,-16.25,18.21,8.54,115.0,232.0,19.75
20,SOU,24,5,3,16.0,19.0,41,18,23.90,23.05,34.54,33.78,-10.72,11.99,8.56,133.0,186.0,25.26
