Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,33,23,6,4.0,78.0,38,75,67.96,64.92,39.27,35.46,29.46,9.55,14.45,400.0,170.0,64.52
2,MCI,31,23,4,4.0,82.0,29,73,70.80,64.71,27.25,24.96,39.75,10.29,23.73,369.0,124.0,69.59
3,NEW,32,17,11,4.0,58.0,26,62,61.66,58.61,34.96,31.91,26.7,9.48,10.74,311.0,179.0,58.93
4,MUN,31,18,6,7.0,48.0,39,60,55.59,54.07,41.34,40.58,13.49,11.72,13.26,298.0,208.0,52.79
5,TOT,33,16,6,11.0,60.0,53,54,50.39,46.59,44.78,42.5,4.09,12.61,13.03,221.0,248.0,50.20
6,AVL,33,16,6,11.0,46.0,41,54,42.23,39.95,48.51,44.56,-4.61,11.87,10.03,226.0,204.0,45.76
7,LIV,32,15,8,9.0,61.0,39,53,67.98,66.46,50.06,47.78,18.68,9.56,19.41,346.0,190.0,54.38
8,BHA,30,14,7,9.0,55.0,40,49,60.22,56.41,34.86,28.69,27.72,9.34,15.73,293.0,166.0,57.79
9,BRE,33,11,14,8.0,50.0,43,47,50.70,44.62,45.51,43.99,0.62,11.28,9.24,199.0,269.0,50.87
10,FUL,32,13,6,13.0,44.0,43,45,39.95,34.62,59.96,56.92,-22.29,12.93,10.47,156.0,237.0,33.05
11,CHE,32,10,9,13.0,30.0,35,39,43.48,41.20,40.41,40.41,0.79,8.7,13.21,256.0,155.0,46.45
12,CRY,33,9,10,14.0,31.0,42,37,33.98,32.31,45.83,43.55,-11.24,13.47,8.41,150.0,291.0,36.74
13,WOL,33,10,7,16.0,29.0,44,37,31.77,29.49,48.98,45.94,-16.45,12.04,11.77,174.0,248.0,33.36
14,BOU,33,10,6,17.0,32.0,63,36,34.84,34.84,60.25,54.92,-20.08,16.05,8.51,166.0,336.0,29.83
15,WHU,32,9,7,16.0,34.0,43,34,43.32,37.23,41.70,37.89,-0.67,15.79,11.42,141.0,219.0,45.28
16,LEE,33,7,9,17.0,42.0,63,30,42.47,40.94,57.36,55.08,-14.14,9.35,9.06,202.0,216.0,37.82
17,NFO,33,7,9,17.0,29.0,60,30,33.18,29.37,61.33,55.24,-25.87,16.66,8.15,138.0,341.0,28.57
18,LEI,33,8,5,20.0,44.0,57,29,40.09,37.81,49.96,46.91,-9.1,11.87,13.48,185.0,236.0,38.73
19,EVE,33,6,10,17.0,25.0,50,28,37.64,36.11,59.26,55.45,-19.34,13.69,9.99,164.0,269.0,32.48
20,SOU,33,6,6,21.0,27.0,57,24,32.70,30.33,49.38,47.86,-17.53,11.88,8.53,177.0,266.0,33.20
