Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,LIV,24,16,6,2.0,55.0,23,54,55.20,49.58,30.16,29.39,20.19,8.07,15.91,284.0,144.0,46.37
2,MCI,23,16,4,3.0,56.0,25,52,50.89,47.08,22.29,20.77,26.31,11.42,21.33,273.0,96.0,49.47
3,ARS,24,16,4,4.0,53.0,22,52,52.32,47.00,21.37,19.85,27.15,9.05,17.16,299.0,96.0,49.86
4,TOT,24,14,5,5.0,51.0,36,47,45.39,44.62,43.93,39.37,5.26,8.22,11.05,308.0,180.0,35.48
5,AVL,24,14,4,6.0,50.0,32,46,46.95,43.91,36.15,36.15,7.75,12.29,10.78,240.0,152.0,41.26
6,MUN,24,13,2,9.0,33.0,33,41,36.86,34.56,42.98,40.69,-6.13,11.9,13.5,206.0,189.0,29.24
7,NEW,24,11,3,10.0,51.0,39,36,51.06,48.02,41.56,38.39,9.63,10.06,11.73,207.0,181.0,39.68
8,WHU,24,10,6,8.0,36.0,42,36,34.52,31.47,45.20,40.63,-9.16,17.04,9.55,101.0,265.0,28.21
9,BHA,24,9,8,7.0,43.0,40,35,42.46,38.65,38.90,35.09,3.56,9.24,17.18,250.0,204.0,35.73
10,CHE,24,10,4,10.0,41.0,40,34,48.11,42.03,38.14,34.32,7.7,9.07,14.23,248.0,156.0,40.00
11,WOL,24,9,5,10.0,37.0,39,32,35.52,33.24,44.60,40.79,-7.55,12.72,9.9,148.0,236.0,27.02
12,FUL,24,8,5,11.0,33.0,39,29,31.97,30.45,44.30,39.74,-9.28,13.16,12.75,175.0,210.0,26.79
13,EVE,24,8,5,11.0,26.0,32,29,41.27,41.27,36.38,32.58,8.7,13.46,9.65,140.0,196.0,36.32
14,BOU,23,7,6,10.0,31.0,44,27,36.36,35.60,39.17,35.96,-0.37,10.04,8.35,194.0,233.0,31.46
15,BRE,23,7,4,12.0,34.0,39,25,41.02,38.74,34.02,33.26,5.48,10.02,10.63,170.0,206.0,34.93
16,CRY,24,6,6,12.0,27.0,43,24,29.54,27.25,38.93,36.65,-9.39,14.09,8.51,146.0,210.0,27.62
17,NFO,24,5,6,13.0,30.0,44,21,27.80,27.04,37.12,34.84,-7.8,17.91,9.77,131.0,231.0,26.89
18,LUT,23,5,5,13.0,33.0,45,20,32.31,29.26,54.03,52.5,-23.24,13.87,7.75,111.0,213.0,21.14
19,BUR,24,3,4,17.0,25.0,50,13,24.78,24.02,45.63,43.35,-19.33,14.55,12.34,115.0,231.0,20.26
20,SHU,24,3,4,17.0,22.0,60,13,24.20,21.16,53.67,50.63,-29.47,15.42,8.63,110.0,227.0,17.12
