Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,6,6,0,0.0,16.0,3,18,14.97,13.44,4.42,4.42,9.02,11.73,24.09,71.0,24.0,14.56
2,LIV,6,5,1,0.0,15.0,5,16,15.11,13.43,7.63,7.63,5.8,10.71,16.95,66.0,37.0,12.49
3,BHA,6,5,0,1.0,18.0,8,15,14.30,13.54,10.74,9.98,3.56,7.86,16.0,75.0,34.0,10.69
4,TOT,6,4,2,0.0,15.0,7,14,13.02,13.02,9.64,8.11,4.91,7.55,10.95,85.0,44.0,10.56
5,ARS,6,4,2,0.0,11.0,6,14,11.33,9.05,6.35,6.35,2.7,8.95,20.48,63.0,32.0,11.60
6,AVL,6,4,0,2.0,12.0,10,12,11.63,10.11,10.72,10.72,-0.61,17.38,10.64,51.0,45.0,9.49
7,WHU,6,3,1,2.0,11.0,10,10,9.81,9.05,14.81,13.29,-4.24,17.21,7.91,26.0,79.0,6.22
8,NEW,6,3,0,3.0,16.0,7,9,13.71,12.95,6.10,6.1,6.85,11.48,12.19,45.0,38.0,11.32
9,MUN,6,3,0,3.0,7.0,10,9,9.97,9.21,10.01,10.01,-0.8,14.69,15.01,59.0,52.0,7.98
10,CRY,6,2,2,2.0,6.0,7,8,8.22,8.22,7.57,6.05,2.17,10.83,8.1,45.0,45.0,8.52
11,FUL,6,2,2,2.0,5.0,10,8,6.60,6.60,13.12,10.84,-4.24,14.72,14.16,38.0,56.0,4.73
12,NFO,6,2,1,3.0,7.0,9,7,5.88,5.88,8.85,8.09,-2.21,19.56,8.79,33.0,52.0,6.35
13,BRE,6,1,3,2.0,9.0,9,6,11.60,10.08,9.04,8.28,1.8,9.59,10.61,54.0,43.0,9.24
14,CHE,6,1,2,3.0,5.0,6,5,11.83,11.07,7.09,6.33,4.75,6.97,20.05,80.0,33.0,10.97
15,EVE,6,1,1,4.0,5.0,10,4,10.75,10.75,10.18,9.42,1.33,14.69,12.38,32.0,44.0,8.97
16,WOL,6,1,1,4.0,6.0,12,4,8.25,8.25,14.42,13.66,-5.41,12.17,9.13,40.0,81.0,4.32
17,BOU,6,0,3,3.0,5.0,11,3,8.41,8.41,13.61,12.69,-4.29,10.77,6.99,41.0,79.0,5.04
18,LUT,5,0,1,4.0,3.0,11,1,8.07,6.55,11.53,10.77,-4.22,19.03,7.77,37.0,50.0,5.89
19,BUR,5,0,1,4.0,4.0,13,1,4.35,4.35,9.18,9.18,-4.83,12.37,17.3,28.0,52.0,4.04
20,SHU,6,0,1,5.0,5.0,17,1,4.68,4.68,17.50,16.74,-12.06,16.03,7.73,23.0,72.0,2.04
