Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,19,12,5,2.0,36.0,13,41,38.79,34.99,14.29,11.24,23.75,9.94,21.2,211.0,66.0,42.11
2,MUN,20,12,4,4.0,37.0,27,40,33.39,28.82,24.59,21.54,7.28,11.17,11.88,175.0,113.0,33.59
3,LEI,20,12,3,5.0,36.0,22,39,30.21,22.60,22.79,22.03,0.57,11.19,13.38,123.0,99.0,33.30
4,LIV,20,10,7,3.0,40.0,23,37,38.60,34.79,22.85,18.29,16.5,8.89,20.24,254.0,63.0,38.32
5,WHU,20,10,5,5.0,30.0,24,35,30.07,30.07,23.89,20.84,9.23,16.72,11.57,96.0,144.0,31.06
6,TOT,19,9,6,4.0,34.0,20,33,28.73,26.44,23.50,20.45,5.99,12.03,11.55,79.0,144.0,28.77
7,EVE,18,10,3,5.0,29.0,22,33,24.25,22.72,23.11,20.83,1.89,13.48,12.24,104.0,126.0,23.88
8,CHE,20,8,6,6.0,33.0,23,30,33.18,29.37,19.83,18.31,11.06,9.18,19.16,151.0,106.0,35.96
9,ARS,20,9,3,8.0,26.0,20,30,27.90,25.61,22.37,21.6,4.01,13.39,16.17,152.0,108.0,30.87
10,AVL,18,9,2,7.0,33.0,21,29,35.37,32.32,21.36,19.08,13.25,10.62,8.55,146.0,126.0,33.61
11,SOU,19,8,5,6.0,27.0,24,29,18.92,17.40,24.98,23.46,-6.06,8.9,11.86,102.0,124.0,21.66
12,LEE,19,8,2,9.0,32.0,35,26,29.93,27.65,35.85,31.28,-3.64,6.63,14.5,172.0,141.0,24.62
13,WOL,20,6,5,9.0,21.0,29,23,20.54,19.02,26.84,21.51,-2.5,14.92,11.63,78.0,146.0,23.01
14,CRY,20,6,5,9.0,24.0,36,23,19.62,18.10,31.08,28.03,-9.93,16.7,7.57,119.0,130.0,21.80
15,BUR,19,6,4,9.0,13.0,24,22,15.68,14.92,28.90,26.62,-11.7,13.06,9.44,94.0,170.0,16.57
16,NEW,20,5,4,11.0,19.0,34,19,18.31,15.26,31.46,29.17,-13.91,18.76,8.25,71.0,177.0,19.60
17,BHA,20,3,9,8.0,22.0,29,18,29.35,24.79,24.33,19.0,5.78,10.25,12.49,146.0,100.0,31.57
18,FUL,19,2,7,10.0,15.0,27,13,20.66,16.85,31.89,28.08,-11.23,14.44,9.19,88.0,134.0,19.96
19,WBA,20,2,5,13.0,15.0,48,11,13.14,11.61,42.54,39.5,-27.89,17.49,9.29,73.0,183.0,9.79
20,SHU,20,2,2,16.0,12.0,33,8,20.56,17.51,30.74,29.98,-12.46,14.06,11.06,112.0,146.0,19.91
