Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,34,24,5,5.0,82.0,26,77,74.02,67.17,27.49,25.97,41.2,9.7,17.22,467.0,132.0,73.13
2,MCI,33,23,7,3.0,80.0,32,76,75.92,71.35,32.53,30.25,41.11,11.06,19.79,457.0,142.0,71.87
3,LIV,34,22,8,4.0,75.0,34,74,81.67,74.54,41.98,41.22,33.31,7.69,16.94,439.0,204.0,68.11
4,AVL,34,20,6,8.0,71.0,50,66,63.43,60.39,56.74,55.98,4.4,12.86,10.49,320.0,240.0,52.52
5,TOT,32,18,6,8.0,65.0,49,60,60.26,59.50,56.71,52.15,7.35,7.47,11.97,433.0,220.0,48.06
6,MUN,33,16,5,12.0,51.0,50,53,53.87,48.53,64.82,60.25,-11.72,11.68,13.44,276.0,321.0,40.16
7,NEW,33,15,5,13.0,69.0,54,50,68.91,63.58,54.23,50.3,13.28,10.18,11.04,282.0,242.0,54.50
8,WHU,34,13,9,12.0,54.0,63,48,48.89,45.09,68.44,60.83,-15.74,15.51,9.25,142.0,393.0,37.66
9,CHE,32,13,8,11.0,61.0,57,47,67.32,58.19,54.05,50.23,7.96,9.65,14.09,329.0,241.0,53.18
10,BOU,34,12,9,13.0,49.0,60,45,57.73,55.45,56.71,51.99,3.46,9.62,8.53,274.0,325.0,48.80
11,BHA,33,11,11,11.0,52.0,54,44,52.71,48.90,53.39,48.82,0.08,9.89,17.38,322.0,278.0,46.56
12,WOL,34,12,7,15.0,46.0,54,43,46.88,43.83,62.50,57.94,-14.1,12.66,10.36,207.0,340.0,37.43
13,FUL,34,12,6,16.0,50.0,54,42,48.75,47.23,59.82,55.25,-8.02,13.37,13.15,272.0,290.0,40.72
14,EVE,34,11,8,15.0,36.0,48,41,55.82,54.30,54.67,48.58,5.72,13.12,10.14,210.0,283.0,47.34
15,CRY,34,10,9,15.0,44.0,56,39,46.07,43.02,54.50,52.22,-9.19,13.76,8.75,205.0,280.0,41.90
16,BRE,34,9,8,17.0,52.0,59,35,58.90,56.61,52.87,51.35,5.27,10.39,10.07,256.0,315.0,48.61
17,NFO,34,7,9,18.0,42.0,60,30,44.02,43.26,49.34,47.05,-3.79,17.17,10.02,188.0,300.0,43.63
18,LUT,34,6,7,21.0,47.0,75,25,45.31,42.27,84.10,81.82,-39.55,13.59,7.54,160.0,357.0,28.27
19,BUR,34,5,8,21.0,37.0,69,23,38.23,36.70,63.82,59.25,-22.55,13.53,11.7,188.0,330.0,31.63
20,SHU,34,3,7,24.0,33.0,92,16,35.83,32.78,75.81,71.25,-38.46,17.23,8.35,151.0,345.0,25.60
