Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,LIV,30,21,7,2.0,70.0,28,70,71.30,64.92,36.31,35.55,29.37,7.71,16.17,374.0,178.0,60.40
2,ARS,30,21,5,4.0,72.0,24,68,62.85,56.76,24.37,22.84,33.91,9.26,17.63,394.0,116.0,63.06
3,MCI,30,20,7,3.0,67.0,29,67,67.11,63.30,29.65,27.37,35.93,10.99,19.23,397.0,135.0,64.63
4,AVL,31,18,5,8.0,63.0,46,59,58.71,55.67,51.38,51.38,4.28,13.02,10.4,293.0,218.0,48.96
5,TOT,30,17,6,7.0,62.0,44,57,57.91,57.14,51.56,47.0,10.15,7.57,11.94,410.0,209.0,46.88
6,MUN,30,15,3,12.0,43.0,44,48,48.02,44.20,56.80,52.99,-8.79,11.83,13.42,248.0,286.0,36.67
7,WHU,31,12,9,10.0,50.0,55,45,44.95,41.91,59.32,52.47,-10.57,15.82,9.15,134.0,359.0,36.45
8,NEW,30,13,5,12.0,64.0,52,44,64.03,58.70,51.22,47.29,11.41,10.25,11.6,263.0,219.0,49.47
9,BHA,30,11,10,9.0,51.0,46,43,50.82,47.01,45.47,41.66,5.35,9.27,17.61,304.0,249.0,45.49
10,CHE,29,12,7,10.0,53.0,50,43,61.83,53.45,47.63,43.81,9.64,9.42,14.08,309.0,212.0,49.57
11,WOL,30,12,6,12.0,43.0,47,42,42.99,40.71,55.53,51.73,-11.02,12.84,10.24,183.0,299.0,33.82
12,BOU,30,11,8,11.0,44.0,53,41,50.27,48.75,50.77,46.81,1.94,9.7,8.51,243.0,284.0,42.49
13,FUL,31,11,6,14.0,47.0,50,39,43.47,41.94,56.16,51.6,-9.65,13.13,13.15,243.0,271.0,35.87
14,EVE,30,8,8,14.0,31.0,42,32,51.58,50.06,47.89,42.57,7.49,13.2,10.24,190.0,238.0,43.56
15,CRY,30,7,9,14.0,34.0,50,30,37.29,34.25,47.29,45.01,-10.77,13.77,8.64,179.0,243.0,35.37
16,NFO,31,7,8,16.0,39.0,53,29,39.07,38.31,45.79,43.5,-5.2,17.48,9.81,172.0,280.0,38.26
17,BRE,31,7,7,17.0,42.0,55,28,52.60,50.32,50.37,48.85,1.47,10.45,10.08,235.0,297.0,42.51
18,LUT,31,5,7,19.0,43.0,64,22,42.70,39.65,75.06,73.54,-33.89,13.73,7.71,145.0,302.0,26.22
19,BUR,31,4,7,20.0,32.0,66,19,33.60,32.08,60.29,55.72,-23.64,13.8,11.71,168.0,303.0,26.81
20,SHU,30,3,6,21.0,28.0,80,15,30.07,27.02,68.26,64.46,-37.43,17.25,8.32,128.0,314.0,20.82
