Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,NEW,1,1,0,0.0,5.0,1,3,4.32,4.32,1.49,1.49,2.84,15.0,11.57,9.0,6.0,2.76
2,BHA,1,1,0,0.0,4.0,1,3,4.37,3.61,1.89,1.12,2.48,6.88,23.06,17.0,5.0,2.72
3,MCI,1,1,0,0.0,3.0,0,3,2.40,2.40,0.31,0.31,2.09,15.8,33.07,9.0,4.0,2.78
4,ARS,1,1,0,0.0,2.0,1,3,0.84,0.84,0.97,0.97,-0.12,4.0,44.1,9.0,4.0,1.18
5,CRY,1,1,0,0.0,1.0,0,3,2.28,2.28,0.42,0.42,1.85,4.39,14.18,9.0,2.0,2.66
6,MUN,1,1,0,0.0,1.0,0,3,1.97,1.97,1.72,1.72,0.25,7.28,13.5,16.0,12.0,1.58
7,FUL,1,1,0,0.0,1.0,0,3,1.58,1.58,2.59,2.59,-1.01,17.4,14.83,6.0,7.0,0.69
8,TOT,1,0,1,0.0,2.0,2,1,1.45,1.45,1.91,1.15,0.31,5.87,14.1,7.0,11.0,0.98
9,BRE,1,0,1,0.0,2.0,2,1,1.91,1.15,1.45,1.45,-0.31,14.1,5.87,11.0,7.0,1.76
10,BOU,1,0,1,0.0,1.0,1,1,1.51,1.51,1.48,1.48,0.03,5.11,9.73,9.0,8.0,1.38
11,CHE,1,0,1,0.0,1.0,1,1,1.93,1.93,1.30,1.3,0.63,8.95,20.05,11.0,9.0,1.84
12,WHU,1,0,1,0.0,1.0,1,1,1.48,1.48,1.51,1.51,-0.03,9.73,5.11,8.0,9.0,1.30
13,LIV,1,0,1,0.0,1.0,1,1,1.30,1.30,1.93,1.93,-0.63,20.05,8.95,9.0,11.0,0.91
14,NFO,1,0,0,1.0,1.0,2,0,0.97,0.97,0.84,0.84,0.12,44.1,4.0,4.0,9.0,1.49
15,EVE,1,0,0,1.0,0.0,1,0,2.59,2.59,1.58,1.58,1.01,14.83,17.4,7.0,6.0,2.11
16,WOL,1,0,0,1.0,0.0,1,0,1.72,1.72,1.97,1.97,-0.25,13.5,7.28,12.0,16.0,1.17
17,SHU,1,0,0,1.0,0.0,1,0,0.42,0.42,2.28,2.28,-1.85,14.18,4.39,2.0,9.0,0.23
18,LUT,1,0,0,1.0,1.0,4,0,1.89,1.12,4.37,3.61,-2.48,23.06,6.88,5.0,17.0,0.19
19,BUR,1,0,0,1.0,0.0,3,0,0.31,0.31,2.40,2.4,-2.09,33.07,15.8,4.0,9.0,0.14
20,AVL,1,0,0,1.0,1.0,5,0,1.49,1.49,4.32,4.32,-2.84,11.57,15.0,6.0,9.0,0.17
