Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,LIV,26,18,6,2.0,63.0,25,60,61.99,56.38,32.81,32.05,24.33,7.88,15.69,311.0,158.0,51.40
2,MCI,25,17,5,3.0,58.0,26,56,56.20,52.40,24.62,23.1,29.3,11.24,21.07,321.0,106.0,54.09
3,ARS,25,17,4,4.0,58.0,22,55,54.53,48.44,21.70,20.18,28.26,9.06,17.36,314.0,98.0,52.58
4,AVL,25,15,4,6.0,52.0,33,49,48.52,45.48,37.57,37.57,7.91,12.59,10.85,242.0,161.0,42.76
5,TOT,25,14,5,6.0,52.0,38,47,46.98,46.22,45.71,41.14,5.08,8.07,11.17,327.0,185.0,36.70
6,MUN,25,14,2,9.0,35.0,34,44,40.45,38.15,44.55,42.26,-4.11,11.71,13.4,215.0,200.0,31.76
7,BHA,25,10,8,7.0,48.0,40,38,45.81,42.01,39.48,35.68,6.33,9.14,17.82,265.0,207.0,38.60
8,NEW,25,11,4,10.0,53.0,41,37,53.45,49.64,43.64,40.47,9.17,9.95,11.46,216.0,184.0,41.27
9,WHU,25,10,6,9.0,36.0,44,36,35.04,31.99,47.87,43.3,-11.31,16.52,9.68,104.0,274.0,28.40
10,CHE,25,10,5,10.0,42.0,41,35,49.94,43.85,40.92,37.1,6.76,9.32,13.95,257.0,185.0,40.84
11,WOL,25,10,5,10.0,39.0,40,35,37.30,35.01,46.19,42.39,-7.38,12.82,9.69,153.0,255.0,28.54
12,EVE,25,8,6,11.0,27.0,33,30,43.72,43.72,37.12,33.31,10.41,13.17,10.0,147.0,201.0,38.88
13,FUL,25,8,5,12.0,34.0,41,29,33.39,31.87,45.88,41.31,-9.44,13.13,13.0,184.0,212.0,28.03
14,BOU,24,7,7,10.0,33.0,46,28,38.44,37.68,41.55,37.59,0.09,9.87,8.29,197.0,242.0,32.58
15,BRE,25,7,4,14.0,35.0,44,25,43.22,40.94,39.65,38.89,2.05,10.31,10.54,181.0,236.0,35.73
16,CRY,25,6,7,12.0,28.0,44,25,30.27,27.99,41.38,39.09,-11.11,14.25,8.4,151.0,217.0,27.93
17,NFO,25,6,6,13.0,32.0,44,24,30.47,29.71,37.64,35.36,-5.65,17.75,9.69,140.0,234.0,29.61
18,LUT,25,5,5,15.0,35.0,51,20,34.84,31.79,61.32,59.8,-28.01,13.71,7.6,126.0,238.0,21.66
19,BUR,25,3,4,18.0,25.0,55,13,25.12,24.35,47.84,44.79,-20.44,14.8,12.22,117.0,246.0,20.43
20,SHU,25,3,4,18.0,22.0,65,13,24.79,21.74,57.03,53.98,-32.24,16.13,8.54,113.0,242.0,17.20
