Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,9,8,0,1.0,23.0,10,24,19.48,18.72,8.17,7.41,11.31,10.31,13.76,117.0,32.0,20.03
2,MCI,9,7,2,0.0,33.0,9,23,23.27,22.51,5.81,5.05,17.46,11.52,26.29,111.0,24.0,23.59
3,TOT,9,6,2,1.0,20.0,10,20,14.78,13.25,10.60,9.83,3.42,13.18,14.3,64.0,77.0,15.12
4,CHE,8,5,1,2.0,13.0,10,16,12.10,11.34,10.62,10.62,0.72,7.37,15.21,63.0,26.0,11.86
5,MUN,8,5,0,3.0,13.0,15,15,12.35,11.59,11.41,11.41,0.17,14.02,12.45,66.0,77.0,11.86
6,NEW,9,3,5,1.0,17.0,9,14,18.41,17.64,12.13,11.37,6.28,8.83,12.94,104.0,60.0,15.73
7,BHA,8,4,2,2.0,14.0,9,14,14.52,12.24,8.58,8.58,3.66,11.29,13.39,64.0,50.0,15.53
8,BOU,9,3,3,3.0,8.0,20,12,5.26,5.26,15.39,13.86,-8.61,20.22,8.24,43.0,103.0,6.43
9,FUL,9,3,2,4.0,14.0,18,11,10.22,8.69,21.34,19.82,-11.12,15.65,10.59,34.0,83.0,7.02
10,LIV,8,2,4,2.0,20.0,12,10,17.02,17.02,12.33,10.81,6.21,7.36,21.92,107.0,51.0,12.95
11,BRE,9,2,4,3.0,16.0,17,10,13.28,11.76,13.00,13.0,-1.24,11.53,10.81,52.0,64.0,12.78
12,EVE,9,2,4,3.0,8.0,9,10,10.33,10.33,14.67,13.9,-3.57,16.37,8.83,49.0,73.0,9.13
13,WHU,9,3,1,5.0,8.0,10,10,11.51,9.99,9.64,8.12,1.87,20.49,15.61,35.0,49.0,13.64
14,LEE,8,2,3,3.0,11.0,12,9,10.45,10.45,12.28,11.52,-1.07,6.83,9.38,54.0,51.0,9.73
15,CRY,8,2,3,3.0,10.0,12,9,9.91,9.01,13.71,13.71,-4.7,16.52,7.58,31.0,94.0,8.62
16,AVL,9,2,3,4.0,7.0,11,9,8.74,8.74,10.67,9.76,-1.03,10.52,13.75,63.0,56.0,11.99
17,SOU,9,2,1,6.0,8.0,17,7,9.32,9.32,13.88,13.88,-4.56,12.95,6.97,55.0,74.0,9.36
18,WOL,9,1,3,5.0,3.0,12,6,8.16,8.16,11.84,11.08,-2.92,15.16,12.24,59.0,70.0,9.54
19,NFO,9,1,2,6.0,7.0,22,5,8.84,8.08,15.82,14.3,-6.22,16.92,10.35,31.0,86.0,8.27
20,LEI,9,1,1,7.0,15.0,24,4,9.06,8.29,15.12,14.36,-6.06,12.88,16.99,56.0,58.0,8.00
