Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,11,9,1,1.0,25.0,11,28,21.88,21.12,10.81,9.29,11.83,10.25,14.06,130.0,47.0,22.70
2,MCI,11,8,2,1.0,36.0,11,26,26.04,24.52,8.34,7.58,16.94,11.68,25.26,142.0,35.0,26.66
3,TOT,12,7,2,3.0,23.0,14,23,19.49,17.21,14.00,13.23,3.98,12.95,15.3,86.0,98.0,20.05
4,NEW,12,5,6,1.0,20.0,10,21,21.46,20.70,15.17,14.41,6.29,9.63,11.89,132.0,80.0,19.88
5,CHE,11,6,3,2.0,16.0,11,21,15.10,13.58,15.25,15.25,-1.67,8.44,15.25,85.0,47.0,14.85
6,MUN,11,6,2,3.0,16.0,16,20,16.20,15.44,14.06,13.3,2.14,14.13,13.23,92.0,96.0,16.78
7,FUL,12,5,3,4.0,22.0,22,18,17.20,14.16,25.64,24.12,-9.96,14.73,10.91,53.0,97.0,12.84
8,LIV,11,4,4,3.0,22.0,13,16,23.46,23.46,18.23,15.95,7.51,9.26,21.52,134.0,78.0,17.47
9,BHA,11,4,3,4.0,15.0,14,15,19.31,17.03,12.55,11.02,6.0,10.42,13.72,98.0,73.0,20.18
10,WHU,12,4,2,6.0,11.0,12,14,17.68,14.64,13.14,11.62,3.02,19.24,15.39,54.0,63.0,19.87
11,BRE,12,3,5,4.0,18.0,21,14,17.65,15.36,19.17,18.41,-3.05,11.64,9.66,70.0,101.0,16.31
12,EVE,12,3,4,5.0,11.0,12,13,12.89,12.89,18.89,17.37,-4.48,15.5,9.15,59.0,93.0,12.19
13,CRY,11,3,4,4.0,12.0,16,13,12.11,11.21,17.47,17.47,-6.26,14.72,7.85,44.0,120.0,11.39
14,BOU,12,3,4,5.0,10.0,25,13,8.42,8.42,20.22,17.18,-8.75,18.36,8.9,59.0,124.0,9.15
15,AVL,12,3,3,6.0,11.0,16,12,15.35,14.59,15.80,14.14,0.45,10.94,12.89,80.0,72.0,17.20
16,SOU,12,3,3,6.0,11.0,19,12,11.71,11.71,17.98,17.98,-6.27,13.77,7.72,70.0,98.0,12.22
17,LEI,12,3,2,7.0,21.0,24,11,11.67,10.91,18.28,17.52,-6.61,12.32,16.56,78.0,75.0,11.70
18,LEE,11,2,3,6.0,13.0,18,9,15.63,14.87,16.23,15.47,-0.6,7.37,10.01,75.0,63.0,14.87
19,WOL,12,2,3,7.0,5.0,18,9,11.86,11.10,15.33,13.81,-2.71,14.08,11.9,83.0,86.0,13.65
20,NFO,12,2,3,7.0,8.0,23,9,12.79,11.27,21.35,19.06,-7.8,16.84,9.75,41.0,119.0,11.36
