Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Cum Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Oriol Romeu,21,13,ARS,SOU,0,4.5,MID,4.7%,3.0,36.0,1035.0,1.0,1.0,5.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,165.0,250.6,141.7,78.0,47.0,3.0,0.0,0.7,8.0,3.0,380148.0,337825.0,0.0,0.0,12,1.0,0.27,0.27,0.65,3.68,3.04,0.02,0.02,0.06,0.08,0.08,0.32,0.26,4,12,7,2,3.0,24.0,17,23,14.55,13.03,15.39,13.86,-0.83,8.61,11.88,69.0,60.0,16.34,15,0.8333333333333334,1.25,1.0833333333333333,1.1316666666666666,1.0683333333333334,1.2325,1.2325,-0.16416666666666666,1.1158333333333335,1.3408333333333333,7.75,6.166666666666667,1.3316666666666668,2.0
McCarthy,21,13,ARS,SOU,0,4.6,GKP,22.3%,4.2,50.0,1080.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,1.0,0.0,35.0,5.0,232.0,290.6,0.0,0.0,29.2,4.2,1.0,0.9,10.9,4.2,863937.0,749507.0,1.0,-1.0,12,0.0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.12,0.12,4,12,7,2,3.0,24.0,17,23,14.55,13.03,15.39,13.86,-0.83,8.61,11.88,69.0,60.0,16.34,15,0.8333333333333334,1.25,1.0833333333333333,1.1316666666666666,1.0683333333333334,1.2325,1.2325,-0.16416666666666666,1.1158333333333335,1.3408333333333333,7.75,6.166666666666667,1.3316666666666668,3.0
Walker-Peters,21,13,ARS,SOU,0,4.7,DEF,13.2%,3.8,46.0,1080.0,0.0,2.0,5.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,240.0,209.0,73.9,95.0,37.9,3.8,1.0,0.8,9.8,3.8,701305.0,528397.0,2.0,-2.0,12,0.0,0.33,0.33,0.5,3.23,2.65,0.03,0.03,0.04,0.07,0.07,0.27,0.22,4,12,7,2,3.0,24.0,17,23,14.55,13.03,15.39,13.86,-0.83,8.61,11.88,69.0,60.0,16.34,15,0.8333333333333334,1.25,1.0833333333333333,1.1316666666666666,1.0683333333333334,1.2325,1.2325,-0.16416666666666666,1.1158333333333335,1.3408333333333333,7.75,6.166666666666667,1.3316666666666668,2.0
Ward-Prowse,21,13,ARS,SOU,0,6.3,MID,17.4%,5.2,64.0,1080.0,4.0,3.0,5.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,275.0,347.8,348.0,88.0,78.3,5.2,3.0,0.8,10.2,5.3,1459199.0,469384.0,3.0,-3.0,12,4.0,0.78,0.78,1.49,3.37,2.79,0.06,0.06,0.12,0.19,0.19,0.28,0.23,4,12,7,2,3.0,24.0,17,23,14.55,13.03,15.39,13.86,-0.83,8.61,11.88,69.0,60.0,16.34,15,0.8333333333333334,1.25,1.0833333333333333,1.1316666666666666,1.0683333333333334,1.2325,1.2325,-0.16416666666666666,1.1158333333333335,1.3408333333333333,7.75,6.166666666666667,1.3316666666666668,2.0
Adams,21,13,ARS,SOU,0,6.0,FWD,7.0%,4.8,60.0,1028.0,4.0,4.0,5.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,210.0,259.8,218.2,356.0,83.5,4.8,1.0,0.8,10.0,5.0,686993.0,480676.0,0.0,0.0,12,4.0,4.24,4.24,2.95,5.84,0.9,0.36,0.36,0.25,0.62,0.62,0.5,0.08,4,12,7,2,3.0,24.0,17,23,14.55,13.03,15.39,13.86,-0.83,8.61,11.88,69.0,60.0,16.34,15,0.8333333333333334,1.25,1.0833333333333333,1.1316666666666666,1.0683333333333334,1.2325,1.2325,-0.16416666666666666,1.1158333333333335,1.3408333333333333,7.75,6.166666666666667,1.3316666666666668,5.0
Bednarek,21,13,ARS,SOU,0,4.6,DEF,3.9%,6.0,53.0,990.0,1.0,1.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,249.0,251.8,26.5,95.0,37.3,6.0,1.0,1.3,11.5,4.4,225398.0,143403.0,1.0,-1.0,12,1.0,0.3,0.3,0.63,2.68,2.65,0.03,0.03,0.06,0.08,0.08,0.24,0.24,4,12,7,2,3.0,24.0,17,23,14.55,13.03,15.39,13.86,-0.83,8.61,11.88,69.0,60.0,16.34,15,0.8333333333333334,1.25,1.0833333333333333,1.1316666666666666,1.0683333333333334,1.2325,1.2325,-0.16416666666666666,1.1158333333333335,1.3408333333333333,7.75,6.166666666666667,1.3316666666666668,1.0
Bertrand,21,13,ARS,SOU,0,5.0,DEF,1.0%,2.8,35.0,978.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,167.0,119.4,145.4,46.0,31.0,2.8,0.0,0.6,7.0,3.2,60075.0,93284.0,0.0,0.0,11,0.0,0.09,0.09,0.51,2.34,2.13,0.01,0.01,0.05,0.05,0.05,0.22,0.2,4,12,7,2,3.0,24.0,17,23,14.55,13.03,15.39,13.86,-0.83,8.61,11.88,69.0,60.0,16.34,15,0.8333333333333334,1.25,1.0833333333333333,1.1316666666666666,1.0683333333333334,1.2325,1.2325,-0.16416666666666666,1.1158333333333335,1.3408333333333333,7.75,6.166666666666667,1.3316666666666668,1.0
Vestergaard,21,13,ARS,SOU,0,4.9,DEF,13.8%,4.8,59.0,945.0,3.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,255.0,317.2,29.4,118.0,46.5,4.8,1.0,1.0,12.0,5.4,1083385.0,135677.0,4.0,-4.0,11,3.0,0.63,0.63,0.61,2.18,2.18,0.06,0.06,0.06,0.12,0.12,0.21,0.21,4,12,7,2,3.0,24.0,17,23,14.55,13.03,15.39,13.86,-0.83,8.61,11.88,69.0,60.0,16.34,15,0.8333333333333334,1.25,1.0833333333333333,1.1316666666666666,1.0683333333333334,1.2325,1.2325,-0.16416666666666666,1.1158333333333335,1.3408333333333333,7.75,6.166666666666667,1.3316666666666668,2.0
Armstrong,21,13,ARS,SOU,0,5.5,MID,0.7%,3.5,43.0,870.0,2.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,147.0,193.2,157.2,108.0,45.9,3.5,1.0,0.6,7.8,4.3,73354.0,48328.0,0.0,0.0,10,2.0,0.79,0.79,0.56,2.69,1.67,0.08,0.08,0.06,0.14,0.14,0.28,0.17,4,12,7,2,3.0,24.0,17,23,14.55,13.03,15.39,13.86,-0.83,8.61,11.88,69.0,60.0,16.34,15,0.8333333333333334,1.25,1.0833333333333333,1.1316666666666666,1.0683333333333334,1.2325,1.2325,-0.16416666666666666,1.1158333333333335,1.3408333333333333,7.75,6.166666666666667,1.3316666666666668,2.0
Ings,21,13,ARS,SOU,0,8.4,FWD,7.9%,3.2,60.0,759.0,6.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,226.0,316.8,119.8,354.0,79.0,3.2,1.0,0.4,7.1,6.7,912972.0,2008079.0,-1.0,1.0,9,4.0,4.26,2.74,0.85,3.85,0.55,0.51,0.33,0.1,0.61,0.43,0.46,0.07,4,12,7,2,3.0,24.0,17,23,14.55,13.03,15.39,13.86,-0.83,8.61,11.88,69.0,60.0,16.34,15,0.8333333333333334,1.25,1.0833333333333333,1.1316666666666666,1.0683333333333334,1.2325,1.2325,-0.16416666666666666,1.1158333333333335,1.3408333333333333,7.75,6.166666666666667,1.3316666666666668,1.0
