Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Cum Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Ederson,21,38,EVE,MCI,1,6.1,GKP,9.3%,2.6,148.0,3150.0,0.0,1.0,18.0,28.0,0.0,0.0,0.0,3.0,0.0,63.0,3.0,654.0,538.6,10.0,0.0,54.9,2.6,1.0,0.4,24.3,4.2,1088399.0,854389.0,1.0,-1.0,35,0.0,0.0,0.0,0.3,7.55,7.25,0.0,0.0,0.01,0.01,0.01,0.22,0.21,1,37,26,5,6.0,78.0,32,83,74.83,67.98,29.54,22.52,45.46,10.12,20.43,396.0,147.0,80.86,8,1.2702702702702702,1.162162162162162,1.5945945945945945,1.3016216216216214,1.2194594594594594,1.2778378378378379,1.1956756756756757,0.023783783783783784,0.3794594594594594,0.32054054054054054,5.513513513513513,7.054054054054054,1.3618918918918919,12.0
Bernardo Silva,21,38,EVE,MCI,1,7.4,MID,1.1%,2.8,94.0,2063.0,2.0,7.0,11.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,413.0,399.6,476.2,463.0,134.1,2.8,2.0,0.4,12.7,3.6,269371.0,262121.0,-1.0,1.0,26,2.0,3.6,3.6,4.82,17.11,10.65,0.16,0.16,0.21,0.36,0.36,0.74,0.46,1,37,26,5,6.0,78.0,32,83,74.83,67.98,29.54,22.52,45.46,10.12,20.43,396.0,147.0,80.86,8,1.2702702702702702,1.162162162162162,1.5945945945945945,1.3016216216216214,1.2194594594594594,1.2778378378378379,1.1956756756756757,0.023783783783783784,0.3794594594594594,0.32054054054054054,5.513513513513513,7.054054054054054,1.3618918918918919,0.0
Fernandinho,21,38,EVE,MCI,1,5.4,DEF,0.7%,1.2,50.0,1092.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,246.0,195.8,173.2,101.0,47.1,1.2,1.0,0.2,9.3,2.5,73308.0,120835.0,-1.0,1.0,20,0.0,0.74,0.74,0.86,6.97,6.47,0.06,0.06,0.07,0.13,0.13,0.58,0.54,1,37,26,5,6.0,78.0,32,83,74.83,67.98,29.54,22.52,45.46,10.12,20.43,396.0,147.0,80.86,8,1.2702702702702702,1.162162162162162,1.5945945945945945,1.3016216216216214,1.2194594594594594,1.2778378378378379,1.1956756756756757,0.023783783783783784,0.3794594594594594,0.32054054054054054,5.513513513513513,7.054054054054054,1.3618918918918919,15.0
Dias,21,38,EVE,MCI,1,5.9,DEF,20.4%,0.8,137.0,2753.0,1.0,1.0,16.0,21.0,1.0,0.0,0.0,3.0,0.0,0.0,12.0,636.0,630.2,90.3,199.0,92.2,0.8,1.0,0.1,23.2,4.4,3151376.0,1657349.0,4.0,-4.0,31,1.0,1.91,1.91,0.11,16.25,16.13,0.06,0.06,0.0,0.07,0.07,0.53,0.53,1,37,26,5,6.0,78.0,32,83,74.83,67.98,29.54,22.52,45.46,10.12,20.43,396.0,147.0,80.86,8,1.2702702702702702,1.162162162162162,1.5945945945945945,1.3016216216216214,1.2194594594594594,1.2778378378378379,1.1956756756756757,0.023783783783783784,0.3794594594594594,0.32054054054054054,5.513513513513513,7.054054054054054,1.3618918918918919,5.0
Sterling,21,38,EVE,MCI,1,11.0,MID,4.4%,2.2,149.0,2444.0,10.0,8.0,13.0,23.0,0.0,0.0,1.0,3.0,0.0,0.0,10.0,440.0,638.2,536.5,1319.0,248.3,2.2,1.0,0.2,13.5,5.0,2464430.0,2441024.0,-5.0,5.0,30,10.0,11.76,11.0,5.82,24.09,11.48,0.43,0.4,0.21,0.65,0.62,0.89,0.42,1,37,26,5,6.0,78.0,32,83,74.83,67.98,29.54,22.52,45.46,10.12,20.43,396.0,147.0,80.86,8,1.2702702702702702,1.162162162162162,1.5945945945945945,1.3016216216216214,1.2194594594594594,1.2778378378378379,1.1956756756756757,0.023783783783783784,0.3794594594594594,0.32054054054054054,5.513513513513513,7.054054054054054,1.3618918918918919,5.0
Cancelo,21,38,EVE,MCI,1,5.8,DEF,12.6%,3.0,138.0,2298.0,2.0,4.0,14.0,21.0,0.0,0.0,0.0,5.0,1.0,0.0,18.0,610.0,569.8,673.0,394.0,163.7,3.0,3.0,0.5,23.8,4.9,3024837.0,2179541.0,3.0,-3.0,28,2.0,1.87,1.87,5.18,18.11,14.48,0.07,0.07,0.2,0.27,0.27,0.71,0.56,1,37,26,5,6.0,78.0,32,83,74.83,67.98,29.54,22.52,45.46,10.12,20.43,396.0,147.0,80.86,8,1.2702702702702702,1.162162162162162,1.5945945945945945,1.3016216216216214,1.2194594594594594,1.2778378378378379,1.1956756756756757,0.023783783783783784,0.3794594594594594,0.32054054054054054,5.513513513513513,7.054054054054054,1.3618918918918919,0.0
Gündogan,21,38,EVE,MCI,1,5.6,MID,17.5%,2.8,157.0,2025.0,13.0,4.0,12.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,620.0,754.6,688.4,712.0,215.7,2.8,6.0,0.5,28.0,5.6,4275478.0,2990567.0,1.0,-1.0,28,12.0,9.57,8.04,3.82,19.29,10.15,0.42,0.36,0.17,0.59,0.53,0.85,0.45,1,37,26,5,6.0,78.0,32,83,74.83,67.98,29.54,22.52,45.46,10.12,20.43,396.0,147.0,80.86,8,1.2702702702702702,1.162162162162162,1.5945945945945945,1.3016216216216214,1.2194594594594594,1.2778378378378379,1.1956756756756757,0.023783783783783784,0.3794594594594594,0.32054054054054054,5.513513513513513,7.054054054054054,1.3618918918918919,0.0
Jesus,21,38,EVE,MCI,1,9.1,FWD,2.5%,2.0,109.0,1983.0,8.0,5.0,10.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,416.0,462.4,440.2,881.0,178.4,2.0,1.0,0.2,12.0,3.9,1063739.0,1037517.0,-4.0,4.0,28,8.0,9.01,9.01,3.37,16.56,5.56,0.41,0.41,0.15,0.56,0.56,0.75,0.25,1,37,26,5,6.0,78.0,32,83,74.83,67.98,29.54,22.52,45.46,10.12,20.43,396.0,147.0,80.86,8,1.2702702702702702,1.162162162162162,1.5945945945945945,1.3016216216216214,1.2194594594594594,1.2778378378378379,1.1956756756756757,0.023783783783783784,0.3794594594594594,0.32054054054054054,5.513513513513513,7.054054054054054,1.3618918918918919,6.0
De Bruyne,21,38,EVE,MCI,1,11.8,MID,11.9%,0.0,128.0,1905.0,5.0,11.0,11.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,511.0,687.2,1077.8,888.0,265.5,0.0,3.0,0.0,10.8,5.3,5378258.0,6449468.0,3.0,-3.0,24,3.0,9.91,7.62,10.0,21.08,10.64,0.46,0.36,0.47,0.93,0.83,0.99,0.5,1,37,26,5,6.0,78.0,32,83,74.83,67.98,29.54,22.52,45.46,10.12,20.43,396.0,147.0,80.86,8,1.2702702702702702,1.162162162162162,1.5945945945945945,1.3016216216216214,1.2194594594594594,1.2778378378378379,1.1956756756756757,0.023783783783783784,0.3794594594594594,0.32054054054054054,5.513513513513513,7.054054054054054,1.3618918918918919,13.0
Mahrez,21,38,EVE,MCI,1,8.1,MID,6.6%,1.4,139.0,1881.0,9.0,7.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,482.0,589.6,665.8,882.0,213.6,1.4,4.0,0.2,17.2,5.3,2501022.0,2204273.0,-4.0,4.0,26,9.0,6.15,6.15,5.95,18.64,9.02,0.29,0.29,0.28,0.58,0.58,0.89,0.43,1,37,26,5,6.0,78.0,32,83,74.83,67.98,29.54,22.52,45.46,10.12,20.43,396.0,147.0,80.86,8,1.2702702702702702,1.162162162162162,1.5945945945945945,1.3016216216216214,1.2194594594594594,1.2778378378378379,1.1956756756756757,0.023783783783783784,0.3794594594594594,0.32054054054054054,5.513513513513513,7.054054054054054,1.3618918918918919,6.0
